shantenNaive,3649e77970676a,"たかよし４８２１ (35,900) 46.0","tzkyd (30,100) 10.0","5052 (22,600) -17.0","NoName (11,400) -39.0"
shantenNaive,3649e78a05a57c,"バーロー侍21 (60,300) 70.0","NoName (18,900) -1.0","おしょう (13,800) -26.0","XiaoC (7,000) -43.0"
shantenBlind,3649e74df7008a,"Kr (53,900) 63.0","やに (21,700) 2.0","NoName (20,700) -19.0","紅中 (3,700) -46.0"
shantenBlind,3649e8ee902912,"黒須透香 (52,500) 62.0","howard63 (27,500) 8.0","NoName (20,300) -20.0",renge (-300) -50.0
shantenNaive,3649e980aa845a,"rpd327 (35,300) 45.0","sugie70 (35,100) 15.0","風来坊１９５６ (17,500) -22.0","NoName (12,100) -38.0"
shantenNaive,3649e93eb359ca,"suisuici (34,900) 45.0","Fujimato (28,200) 8.0","NoName (20,200) -20.0","9ルル (16,700) -33.0"
shantenNaive,3649e927fbe560,"もふもふもふもふ (39,200) 49.0","しゅがーはぁと☆ (32,100) 12.0","さはら、かなやわ (20,100) -20.0","NoName (8,600) -41.0"
shantenBlind,3649e9b41d07d6,"とりっぽい (50,800) 61.0","mkjii (27,300) 7.0","NoName (12,300) -28.0","leithian (9,600) -40.0"
shantenNaive,3649e8fbf62dc4,"18号 (37,600) 48.0","河童様だぞ！ (25,900) 6.0","NoName (21,300) -19.0","TheWagon (15,200) -35.0"
shantenBlind,3649e9192cc720,"gorohana (69,200) 79.0","明るくなっ太郎 (12,000) -8.0","NoName (11,200) -29.0","ルーク0914 (7,600) -42.0"
shantenBlind,3649e9e205aff4,"epson103 (36,300) 47.0","NoName (25,300) 5.0","jptwldg (23,000) -17.0","コイン・ナオキ (15,400) -35.0"
shantenNaive,3649eb21f0532a,"Dongsss (42,700) 53.0","NoName (25,100) 5.0","ちゅなお (21,100) -19.0","9ルル (11,100) -39.0"
shantenNaive,3649ea06e2ae0a,"TARACO (35,400) 45.0","たかみはな (23,000) 3.0","NoName (21,000) -19.0","GdRUI (20,600) -29.0"
shantenBlind,3649ebeb595592,"灯篭 (33,600) 44.0","NoName (32,100) 12.0","Ozclock (25,000) -15.0","poppoppo (9,300) -41.0"
shantenNaive,3649eb7c17a2a4,"クッキー (35,000) 44.0","ERIC (32,700) 13.0","NoName (25,500) -14.0","Momo0303 (6,800) -43.0"
shantenBlind,3649ebb7e292d0,"ZEGEN (33,300) 43.0","NoName (29,600) 10.0","masakima (20,400) -20.0","sunny (16,700) -33.0"
shantenNaive,3649ebddda04d2,"aaa872 (37,700) 48.0","nmsdf (24,000) 4.0","masa103 (22,000) -18.0","NoName (16,300) -34.0"
shantenBlind,3649e996a7cc54,"WarioM (50,000) 59.0","nana63na (30,500) 11.0","楽しく麻雀！ (17,000) -23.0","NoName (2,500) -47.0"
shantenNaive,3649ebc08cdf38,"Dragon (36,200) 47.0","n7531123 (35,300) 15.0","動けるデブ (23,100) -17.0","NoName (5,400) -45.0"
shantenBlind,3649ed14a284fc,"有木有阿清 (47,900) 58.0","ElijahYu (30,000) 10.0","NoName (11,400) -29.0","フィーゴ爺 (10,700) -39.0"
shantenNaive,3649ece18fd77c,"けつねころけ (40,900) 51.0","けん象 (38,700) 19.0","夜桜Sphere (13,100) -27.0","NoName (7,300) -43.0"
shantenBlind,3649ed06820492,"猫の夏 (40,200) 50.0","バイオリン (31,900) 12.0","3ク３テール (21,600) -18.0","NoName (6,300) -44.0"
shantenBlind,3649ed0dde9566,"Victim77 (30,600) 40.0","太田理財局長 (29,700) 10.0","NoName (22,000) -18.0","吉猿 (17,700) -32.0"
shantenNaive,3649ee88f87bee,"umanami (42,900) 53.0","okatec5 (31,000) 11.0","けん象 (27,200) -13.0","NoName (-1,100) -51.0"
shantenBlind,3649ee7482fe96,"栗原奈和 (40,800) 51.0","にゃすーびー (28,900) 9.0","NoName (20,900) -19.0","リザヴィー (9,400) -41.0"
shantenNaive,3649ee9078ff56,"電光石火山田 (36,800) 47.0","あぐちゃん (29,800) 10.0","たまま (21,200) -19.0","NoName (12,200) -38.0"
shantenBlind,3649ecd11a228a,"uniuni (54,500) 65.0","akahina (20,000)","NoName (14,300) -26.0","zweikj (11,200) -39.0"
shantenNaive,3649ee4ca486f6,"kenken30 (36,900) 47.0","penkuri (25,800) 6.0","やんまぁ (22,000) -18.0","NoName (15,300) -35.0"
shantenNaive,3649ee770f6db6,"♪サターニャ (44,400) 54.0","けつねころけ (29,600) 10.0","NoName (14,600) -25.0","taku1416 (11,400) -39.0"
shantenBlind,3649efc12eb766,"tamu620 (37,600) 48.0","umanami (26,000) 6.0","NoName (22,400) -18.0","ラリー９９ (14,000) -36.0"
shantenNaive,3649efd49429c8,"Mammmyy (34,700) 44.0","けん象 (25,000) 5.0","NoName (23,800) -16.0","栗原奈和 (16,500) -33.0"
shantenNaive,3649efedcf4420,"AKANe⊿ (33,500) 44.0","NoName (25,200) 5.0","moti^2an (23,200) -17.0","PWアキ (18,100) -32.0"
shantenBlind,3649f152cfde60,"Socoino4 (51,300) 61.0","NoName (25,000) 5.0","キース緑オリオン (24,000) -16.0",はる！！！ (-300) -50.0
shantenNaive,3649f136ce8b62,"このてん (38,000) 48.0","ふじるんるん (27,000) 7.0","キタキツネボーイ (18,000) -22.0","NoName (17,000) -33.0"
shantenBlind,3649f159e1faa8,"sunnyday (34,000) 43.0","n7531123 (25,500) 6.0","ミラック (24,000) -16.0","NoName (16,500) -33.0"
shantenBlind,3649f156249e7a,"インフルC型 (43,700) 54.0","NoName (22,900) 3.0","ここうこう (17,100) -23.0","クエバコ (16,300) -34.0"
shantenNaive,3649f170eacd24,"カフナ (36,400) 47.0","Tomoyoo (33,300) 13.0","らんちゃん (16,200) -24.0","NoName (14,100) -36.0"
shantenNaive,3649f2cf666498,"Taishou0 (43,000) 52.0","解決男 (32,000) 12.0","ゲロおとこ (12,500) -27.0","NoName (12,500) -37.0"
shantenBlind,3649f2f92941ba,"宇宙船艦大和 (30,700) 40.0","いかてん (30,600) 11.0","9ルル (21,000) -19.0","NoName (17,700) -32.0"
shantenBlind,3649f31783dc38,"コン助 (36,000) 46.0","NoName (28,400) 8.0","torakich (18,100) -22.0","湘南曲がり豆 (17,500) -32.0"
shantenBlind,3649f31ae3a598,"moyu4554 (34,300) 44.0","NoName (30,500) 11.0","ntyz (24,100) -16.0","そらのたから (11,100) -39.0"
shantenNaive,3649f469d68606,"asktreee (43,000) 53.0","NoName (30,900) 11.0","おつべー (27,000) -13.0",yoboyobo (-900) -51.0
shantenNaive,3649f2fc5c6858,"ながカープ (37,400) 47.0","NoName (26,200) 6.0","モーゼの奇跡 (23,500) -16.0","へりていじ (12,900) -37.0"
shantenBlind,3649f48e5375b6,"大将黄猿 (34,100) 45.0","shiiya (24,300) 4.0","NoName (23,300) -17.0","masa1616 (18,300) -32.0"
shantenNaive,3649f4960defb6,"雀士 (31,600) 42.0","愚者ぐしゃ (25,300) 5.0","taisa929 (25,300) -15.0","NoName (17,800) -32.0"
shantenBlind,3649f461e66416,"おしんこさん (31,400) 41.0","Alaria (27,300) 7.0","NoName (24,800) -15.0","カメカメハ４ (16,500) -33.0"
shantenNaive,3649f44f098cc4,"てすとなな (41,000) 51.0","Rem (31,000) 11.0","シキョー (23,600) -16.0","NoName (4,400) -46.0"
shantenBlind,3649f6227ca9f0,"陸離 (41,400) 51.0","もやっと (24,000) 4.0","nounemue (17,800) -22.0","NoName (16,800) -33.0"
shantenBlind,3649f5fc0bc422,"ソッキン (33,000) 43.0","NoName (24,400) 4.0","欅 (22,000) -18.0","かいしょうなし (20,600) -29.0"
shantenBlind,3649f5cbeed9fa,"NoName (33,900) 44.0","ひがしかわぐち (33,100) 13.0","kkk12345 (25,400) -15.0","そらのたから (7,600) -42.0"
shantenBlind,3649f60f55db26,"不許 (33,100) 43.0","NoName (30,200) 10.0","ぼえ (26,000) -14.0","dindi (10,700) -39.0"
shantenNaive,3649f77e16b8e0,"ATLAS (35,200) 45.0","国士无双十三面 (25,000) 5.0","NoName (22,600) -17.0","たかよし４８２１ (17,200) -33.0"
shantenNaive,3649f7929a33d2,"サイコキネ寿司 (31,000) 41.0","kin0818 (27,300) 7.0","NoName (21,100) -19.0","hurugenn (20,600) -29.0"
shantenNaive,3649f7c8997772,"てまそたそ (35,400) 45.0","tom-tom (23,700) 4.0","noriof (23,000) -17.0","NoName (17,900) -32.0"
shantenBlind,3649f79c52d47e,"stick (37,800) 48.0","きんぎょのうろこ (28,000) 8.0","NoName (17,800) -22.0","DONE (16,400) -34.0"
shantenBlind,3649f79adbffc6,"準硬式 (40,900) 50.0","NoName (31,500) 12.0","-* (16,900) -23.0","紫蘇生地 (10,700) -39.0"
shantenBlind,3649f6085fe8e8,"夜廻り (54,300) 64.0","やまざくら (33,000) 13.0","三逸 (6,500) -33.0","NoName (6,200) -44.0"
shantenNaive,3649f93815c88c,"horikiri (34,100) 44.0","fumijin (26,200) 6.0","20180527 (21,200) -19.0","NoName (18,500) -31.0"
shantenNaive,3649f90aa42f94,"れんとくん (37,300) 47.0","abula (31,000) 11.0","yosi1122 (19,700) -20.0","NoName (12,000) -38.0"
shantenBlind,3649f90fad1adc,"uvtady (36,200) 46.0","けつけつ (25,800) 6.0","ティト (19,000) -21.0","NoName (19,000) -31.0"
shantenBlind,3649f79e220132,"irokawa (36,000) 46.0","kaeg2000 (33,000) 13.0","NoName (24,100) -16.0","ソッキン (6,900) -43.0"
shantenNaive,3649f901532d6e,"TTTT (33,000) 43.0","雑草さん (27,100) 7.0","いたち川 (22,100) -18.0","NoName (17,800) -32.0"
shantenNaive,3649fa7c990c72,"kamuiaaa (55,300) 66.0","カブラヤ (25,300) 5.0","NoName (25,000) -15.0","pascal (-5,600) -56.0"
shantenBlind,3649fa7af3571a,"クッキー (35,400) 45.0","シキョー (22,600) 3.0","Orange13 (21,700) -18.0","NoName (20,300) -30.0"
shantenBlind,3649f93fb4b9a8,"shiiya (45,400) 56.0","T.noguch (30,200) 10.0","NoName (12,300) -28.0","kei730 (12,100) -38.0"
shantenNaive,3649fc13d635fa,"zzzuns (51,300) 61.0","ヒラリン (37,000) 17.0","ちゅちゅった (23,900) -16.0","NoName (-12,200) -62.0"
shantenBlind,3649fabf028962,"horikiri (40,700) 51.0","NoName (31,100) 11.0","くーつくね (20,900) -19.0","チョッパ (7,300) -43.0"
shantenNaive,3649fa7a0a647e,"LikeLike (31,400) 41.0","NoName (30,600) 11.0","そら豆太郎 (30,300) -10.0","hyakume (7,700) -42.0"
shantenNaive,3649fabe8e9c84,"NoName (35,500) 46.0","kkaguy (33,100) 13.0","れみどらん (32,000) -8.0",PAPAPAYA (-600) -51.0
shantenBlind,3649fc201a6d90,"zumatins (36,600) 47.0","makotovf (30,900) 11.0","NoName (18,400) -22.0","クータン (14,100) -36.0"
shantenBlind,3649fbf76ab346,"じかん泥棒 (36,500) 46.0","夜神月未央 (35,500) 16.0","クッキー (22,300) -18.0","NoName (5,700) -44.0"
shantenNaive,3649fd9fc4c51c,"チョニキ (41,100) 51.0","NoName (21,000) 1.0","N/S/P/ (20,000) -20.0","cazacaza (17,900) -32.0"
shantenBlind,3649fc282a635a,"NoName (31,000) 41.0","mpwjdj (29,800) 10.0","緋桐 (29,000) -11.0","sophiax (10,200) -40.0"
shantenBlind,3649fe0591b1b6,"津軽雪 (38,200) 48.0","千里の美佳 (31,700) 12.0","鳳凰伝奇 (16,400) -24.0","NoName (13,700) -36.0"
shantenBlind,3649fdd3dc9e2e,"edx (44,000) 53.0","NoName (21,500) 2.0","ろっぱ (20,900) -19.0","m.eater (13,600) -36.0"
shantenNaive,3649fdbd7b44c8,"ここうこう (34,100) 44.0","道極承天 (27,000) 7.0","NoName (22,000) -18.0","yfcttk (16,900) -33.0"
shantenBlind,3649fda4298354,"リカ5555 (39,000) 49.0","孛力走己ネ申 (26,300) 6.0","NoName (22,500) -17.0","なかさん (12,200) -38.0"
shantenBlind,3649ff48b622dc,"パリイ (70,100) 80.0","山口達也メンバ一 (24,900) 5.0","Ucucuc (9,200) -31.0","NoName (-4,200) -54.0"
shantenBlind,3649ff0182214a,"sons (39,300) 49.0","NoName (21,700) 2.0","クッキー (20,100) -20.0","ikeppi (18,900) -31.0"
shantenBlind,3649ffdbdfb0b4,"hanpen (35,200) 45.0","ぶんちぇらーら (33,100) 13.0","NoName (24,000) -16.0","ccd (7,700) -42.0"
shantenNaive,3649ff1ee76d80,"Kr (55,900) 67.0","sunny (29,400) 9.0","LudwiD5 (15,400) -25.0",NoName (-700) -51.0
shantenBlind,364a00f4ad970e,"パリイ (34,100) 44.0","びびり2 (27,200) 7.0","gamef1gp (21,200) -19.0","NoName (17,500) -32.0"
shantenNaive,3649ffe72d6696,"ユイチ555 (35,000) 44.0","ダレ431Hz (29,900) 10.0","snow (27,600) -12.0","NoName (7,500) -42.0"
shantenBlind,364a00cf1ee556,"もらもら (42,400) 52.0","sein1999 (41,100) 21.0","大守八雲 (12,000) -28.0","NoName (4,500) -45.0"
shantenBlind,3649fc3a1f0bb0,"blood93 (51,800) 61.0","uma631A (39,700) 20.0","zz9103zz (9,800) -30.0","NoName (-1,300) -51.0"
shantenBlind,364a06517a952c,"あああい (41,700) 52.0","ERIC (31,400) 11.0","is333 (17,300) -23.0","NoName (9,600) -40.0"
shantenBlind,364a06816ad3fa,"あえかかかな (32,400) 42.0","poodle (26,600) 7.0","リーチのみｗ (25,300) -15.0","NoName (15,700) -34.0"
shantenNaive,364a065cc464da,"ゲロおとこ (33,600) 43.0","NoName (26,000) 6.0","zyunchan (21,600) -18.0","たいき (18,800) -31.0"
shantenBlind,364a0650a2d2f4,"東方ケイスケ (38,700) 49.0","NoName (26,300) 6.0","pikedec5 (25,100) -15.0","８１２の父 (9,900) -40.0"
shantenNaive,364a065b98e016,"Li'an (44,400) 54.0","ソラウ (29,500) 10.0","囲碁将棋倶楽部 (22,000) -18.0","NoName (4,100) -46.0"
shantenBlind,364a0abba37974,"不許 (39,000) 49.0","NoName (22,700) 3.0","♪サターニャ (22,300) -18.0","sirobuta (16,000) -34.0"
shantenNaive,364a0aa3c7a166,"ケンチャンです (34,300) 44.0","asuto (25,000) 5.0","nounemue (23,000) -17.0","NoName (17,700) -32.0"
shantenBlind,364a0ac9de9fc8,"xqs910 (41,600) 52.0","メリン (30,300) 10.0","十勝清水 (23,700) -16.0","NoName (4,400) -46.0"
shantenBlind,364a0aca0a2560,"王仁三郎 (41,000) 51.0","NoName (24,400) 4.0","TUSs (21,100) -19.0","みきちょぱ (13,500) -36.0"
shantenNaive,364a0a944fa168,"NoName (39,600) 49.0","10E83F99 (32,800) 13.0","マコト兄さん (26,600) -13.0","南から来た用心棒 (1,000) -49.0"
shantenBlind,364a0d709567e6,"点兔 (43,600) 54.0","NoName (25,700) 6.0","Kyoheiii (24,300) -16.0","rwjd4444 (6,400) -44.0"
shantenBlind,364a0d7c02789e,"国士无双十三面 (37,900) 47.0","道極承天 (26,500) 7.0","十勝清水 (23,500) -16.0","NoName (12,100) -38.0"
shantenNaive,364a0d810b057e,"さまさん (31,100) 41.0","ｇｇ９９９９ (29,900) 10.0","Darren99 (22,800) -17.0","NoName (16,200) -34.0"
shantenNaive,364a0da5101a5c,"ワダトゥ (51,100) 61.0","ぴー。 (21,500) 2.0","NoName (21,200) -19.0","nao218 (6,200) -44.0"
shantenBlind,364a0d79a30bf4,"ame0810 (31,400) 41.0","不許 (28,900) 9.0","lxlucky (26,900) -13.0","NoName (12,800) -37.0"
shantenNaive,364a1053a622d0,"KeinName (46,600) 56.0","senki (24,000) 4.0","MURdust (18,700) -21.0","NoName (10,700) -39.0"
shantenBlind,364a1080d6f61c,"野クル (32,300) 42.0","NoName (29,000) 9.0","ヤッキー (19,500) -20.0","Tomo9718 (19,200) -31.0"
shantenBlind,364a10a36452d8,"じゆうじん (34,700) 44.0","NoName (28,600) 9.0","はらちゃん (25,000) -15.0","yoshi_zz (11,700) -38.0"
shantenNaive,364a107c3e12fc,"kazuhiko (34,700) 45.0","SilWins (25,400) 5.0","hasya114 (24,600) -15.0","NoName (15,300) -35.0"
shantenBlind,364a104f9fafb2,"さわまゆ (35,700) 46.0","降津 (31,400) 11.0","NoName (19,500) -20.0","minakiri (13,400) -37.0"
shantenNaive,364a11e444d8ec,"東なつ (39,600) 49.0","sytbb5 (24,900) 5.0","月の石 (23,500) -16.0","NoName (12,000) -38.0"
shantenBlind,364a11c15cfd98,"Wally (47,900) 58.0","Phon (28,500) 9.0","我孫子３ (18,400) -22.0","NoName (5,200) -45.0"
shantenNaive,364a11d3128706,"KakiAGE (30,000) 40.0","etc... (28,800) 9.0","koubanin (21,400) -19.0","NoName (19,800) -30.0"
shantenBlind,364a1213cfcddc,"D.trump (33,300) 43.0","sunnyday (30,600) 11.0","NoName (18,700) -21.0","majanID2 (17,400) -33.0"
shantenBlind,364a11bf8d4ffe,"楽しく麻雀！ (50,300) 60.0","ａｋｉｈａｙｕｕ (30,800) 11.0","NoName (9,800) -30.0","pakson (9,100) -41.0"
shantenBlind,364a14df5cce88,"Rudolf (33,100) 43.0","NoName (28,400) 8.0","FCTARA (21,000) -19.0","cazacaza (17,500) -32.0"
shantenBlind,364a1513e4516a,"NoName (40,500) 49.0","twish (28,500) 9.0","ずけ (21,500) -18.0","poodle (9,500) -40.0"
shantenNaive,364a14eef8cd4c,"ka_rin (34,700) 44.0","hamannn (27,700) 8.0","NoName (23,700) -16.0","chole (13,900) -36.0"
shantenNaive,364a151e83a6c2,"にゃぴー (42,100) 53.0","とりかわきゃっぷ (28,400) 8.0","脱出ゲーム大百科 (22,200) -18.0","NoName (7,300) -43.0"
